flow_id,src,dst,flow_size,event_time,establish,idx
flow_2981,15,18,100000,2541651.9072621684,1,317
flow_276,18,7,1000000,2549669.7366226166,1,318
flow_3354,30,53,10000,2557687.565983065,1,319
flow_5010,24,50,10000,2565705.395343513,1,320
flow_2239,5,21,100000,2573723.2247039615,1,321
flow_935,31,47,1000000,2581741.05406441,1,322
flow_5298,51,6,10000,2589758.883424858,1,323
flow_5083,8,32,10000,2597776.7127853064,1,324
flow_5242,10,6,10000,2605794.5421457547,1,325
flow_380,45,24,1000000,2613812.371506203,1,326
flow_4654,25,47,10000,2621830.2008666513,1,327
flow_4301,7,8,10000,2629848.0302270995,1,328
flow_3303,46,37,10000,2637865.859587548,1,329
flow_4214,43,39,10000,2645883.688947996,1,330
flow_3126,56,27,10000,2653901.5183084444,1,331
flow_5205,58,37,10000,2661919.3476688927,1,332
flow_1344,32,28,100000,2669937.177029341,1,333
flow_2609,13,51,100000,2677955.0063897893,1,334
flow_3341,55,48,10000,2685972.8357502376,1,335
flow_1801,2,50,100000,2693990.665110686,1,336
flow_1638,59,48,100000,2702008.494471134,1,337
flow_4620,12,38,10000,2710026.3238315824,1,338
flow_5154,52,29,10000,2718044.1531920307,1,339
flow_1285,32,42,100000,2726061.982552479,1,340
flow_5315,33,57,10000,2734079.8119129273,1,341
flow_5220,19,13,10000,2742097.6412733756,1,342
flow_255,41,27,1000000,2750115.470633824,1,343
flow_3059,7,15,10000,2758133.299994272,1,344
flow_2393,55,35,100000,2766151.1293547205,1,345
flow_373,44,22,1000000,2774168.9587151688,1,346
flow_2144,32,46,100000,2782186.788075617,1,347
flow_2906,49,61,100000,2790204.6174360653,1,348
flow_2391,1,14,100000,2798222.4467965136,1,349
flow_4452,48,44,10000,2806240.276156962,1,350
flow_4937,41,8,10000,2814258.10551741,1,351
flow_2813,6,45,100000,2822275.9348778585,1,352
flow_2647,20,15,100000,2830293.764238307,1,353
flow_5750,11,29,10000,2838311.593598755,1,354
flow_3241,38,55,10000,2846329.4229592034,1,355
flow_3631,3,16,10000,2854347.2523196517,1,356
flow_5692,37,45,10000,2862365.0816801,1,357
flow_877,9,4,1000000,2870382.9110405482,1,358
flow_5533,25,53,10000,2878400.7404009965,1,359
flow_5769,27,59,10000,2886418.569761445,1,360
flow_2973,32,1,100000,2894436.399121893,1,361
flow_1994,57,61,100000,2902454.2284823414,1,362
flow_4590,45,1,10000,2910472.0578427897,1,363
flow_2871,55,31,100000,2918489.887203238,1,364
flow_4166,36,10,10000,2926507.7165636863,1,365
flow_1336,39,41,100000,2934525.5459241346,1,366
flow_921,19,4,1000000,2942543.375284583,1,367
flow_90,12,23,1000000,2950561.204645031,1,368
flow_3670,10,1,10000,2958579.0340054794,1,369
flow_2622,40,29,100000,2966596.8633659277,1,370
flow_1490,21,5,100000,2974614.692726376,1,371
flow_4577,57,17,10000,2982632.5220868243,1,372
flow_2690,7,41,100000,2990650.3514472726,1,373
flow_3018,16,0,10000,2998668.180807721,1,374
flow_157,7,49,1000000,3006686.010168169,1,375
flow_616,3,42,1000000,3014703.8395286174,1,376
flow_3918,48,36,10000,3022721.6688890657,1,377
flow_2834,36,56,100000,3030739.498249514,1,378
flow_2359,35,3,100000,3038757.3276099623,1,379
flow_1746,1,44,100000,3046775.1569704106,1,380
flow_4231,19,6,10000,3054792.986330859,1,381
flow_2864,34,36,100000,3062810.815691307,1,382
flow_710,7,24,1000000,3070828.6450517555,1,383
flow_5552,17,13,10000,3078846.4744122038,1,384
flow_4479,39,10,10000,3086864.303772652,1,385
flow_1058,25,16,1000000,3094882.1331331003,1,386
flow_3958,52,12,10000,3102899.9624935486,1,387
flow_1068,1,16,1000000,3110917.791853997,1,388
flow_415,56,6,1000000,3118935.621214445,1,389
flow_1417,44,25,100000,3126953.4505748935,1,390
flow_5426,27,55,10000,3134971.279935342,1,391
flow_4890,46,35,10000,3142989.10929579,1,392
flow_3195,62,2,10000,3151006.9386562384,1,393
flow_659,14,33,1000000,3159024.7680166867,1,394
flow_5317,41,43,10000,3167042.597377135,1,395
flow_1706,28,24,100000,3175060.4267375832,1,396
flow_221,32,37,1000000,3183078.2560980315,1,397
flow_4400,15,27,10000,3191096.08545848,1,398
flow_4209,62,33,10000,3199113.914818928,1,399
flow_5691,29,10,10000,3207131.7441793764,1,400
flow_4868,20,12,10000,3215149.5735398247,1,401
flow_5448,60,39,10000,3223167.402900273,1,402
flow_4924,1,42,10000,3231185.2322607213,1,403
flow_3480,58,11,10000,3239203.0616211696,1,404
flow_3106,12,35,10000,3247220.890981618,1,405
flow_5237,61,57,10000,3255238.720342066,1,406
flow_5038,42,31,10000,3263256.5497025144,1,407
flow_4048,35,42,10000,3271274.3790629627,1,408
flow_2554,35,15,100000,3279292.208423411,1,409
flow_918,50,6,1000000,3287310.0377838593,1,410
flow_1442,9,21,100000,3295327.8671443076,1,411
flow_4243,3,34,10000,3303345.696504756,1,412
flow_5488,55,56,10000,3311363.525865204,1,413
flow_31,44,7,1000000,3319381.3552256525,1,414
flow_2140,2,31,100000,3327399.1845861007,1,415
flow_287,11,62,1000000,3335417.013946549,1,416
flow_5288,60,44,10000,3343434.8433069973,1,417
flow_2115,49,17,100000,3351452.6726674456,1,418
flow_5275,40,21,10000,3359470.502027894,1,419
flow_5299,23,59,10000,3367488.331388342,1,420
flow_2607,55,53,100000,3375506.1607487905,1,421
flow_4046,7,22,10000,3383523.990109239,1,422
flow_4711,3,18,10000,3391541.819469687,1,423
flow_1102,59,31,1000000,3399559.6488301354,1,424
flow_2268,14,49,100000,3407577.4781905836,1,425
flow_1455,15,26,100000,3415595.307551032,1,426
flow_525,38,10,1000000,3423613.13691148,1,427
flow_5607,36,10,10000,3431630.9662719285,1,428
flow_1471,1,56,100000,3439648.795632377,1,429
flow_3202,31,46,10000,3447666.624992825,1,430
flow_1003,30,17,1000000,3455684.4543532734,1,431
flow_5755,38,0,10000,3463702.2837137217,1,432
flow_1323,61,44,100000,3471720.11307417,1,433
flow_4909,45,43,10000,3479737.9424346182,1,434
flow_1082,33,36,1000000,3487755.7717950665,1,435
flow_4510,25,9,10000,3495773.601155515,1,436
flow_2957,5,54,100000,3503791.430515963,1,437
flow_4485,0,45,10000,3511809.2598764114,1,438
flow_1337,33,60,100000,3519827.0892368597,1,439
flow_3076,61,37,10000,3527844.918597308,1,440
flow_895,26,40,1000000,3535862.7479577563,1,441
flow_95,52,22,1000000,3543880.5773182046,1,442
flow_1912,7,30,100000,3551898.406678653,1,443
flow_839,59,22,1000000,3559916.236039101,1,444
flow_1224,22,37,100000,3567934.0653995494,1,445
flow_5415,32,5,10000,3575951.8947599977,1,446
flow_715,16,59,1000000,3583969.724120446,1,447
flow_3878,31,39,10000,3591987.5534808943,1,448
flow_2383,49,14,100000,3600005.3828413426,1,449
flow_5210,51,17,10000,3608023.212201791,1,450
flow_765,38,39,1000000,3616041.041562239,1,451
flow_4460,43,23,10000,3624058.8709226875,1,452
flow_3623,0,33,10000,3632076.7002831358,1,453
flow_2406,34,14,100000,3640094.529643584,1,454
flow_1369,26,57,100000,3648112.3590040323,1,455
flow_5897,5,24,10000,3656130.1883644806,1,456
flow_5702,36,28,10000,3664148.017724929,1,457
flow_874,25,55,1000000,3672165.847085377,1,458
flow_5249,24,0,10000,3680183.6764458255,1,459
flow_2786,6,21,100000,3688201.505806274,1,460
flow_486,13,27,1000000,3696219.335166722,1,461
flow_4201,27,39,10000,3704237.1645271704,1,462
flow_4041,40,0,10000,3712254.9938876186,1,463
flow_1553,27,4,100000,3720272.823248067,1,464
flow_4044,37,33,10000,3728290.652608515,1,465
flow_4988,35,55,10000,3736308.4819689635,1,466
flow_904,29,9,1000000,3744326.311329412,1,467
flow_3562,49,62,10000,3752344.14068986,1,468
flow_888,45,2,1000000,3760361.9700503084,1,469
flow_3860,8,17,10000,3768379.7994107567,1,470
flow_555,59,50,1000000,3776397.628771205,1,471
flow_3020,24,47,10000,3784415.4581316533,1,472
flow_4604,1,20,10000,3792433.2874921015,1,473
flow_1841,61,16,100000,3800451.11685255,1,474
flow_5098,15,22,10000,3808468.946212998,1,475
flow_4627,33,35,10000,3816486.7755734464,1,476
flow_2221,25,29,100000,3824504.6049338947,1,477
flow_2471,17,50,100000,3832522.434294343,1,478
flow_4784,41,20,10000,3840540.2636547913,1,479
flow_400,51,41,1000000,3848558.0930152396,1,480
flow_2928,31,61,100000,3856575.922375688,1,481
flow_3340,62,55,10000,3864593.751736136,1,482
flow_1095,45,15,1000000,3872611.5810965844,1,483
flow_5550,8,17,10000,3880629.4104570327,1,484
flow_1154,9,30,1000000,3888647.239817481,1,485
flow_1783,23,17,100000,3896665.0691779293,1,486
flow_5899,57,59,10000,3904682.8985383776,1,487
flow_845,21,25,1000000,3912700.727898826,1,488
flow_1460,34,9,100000,3920718.557259274,1,489
flow_3331,53,38,10000,3928736.3866197225,1,490
flow_2829,39,19,100000,3936754.2159801708,1,491
flow_5464,16,23,10000,3944772.045340619,1,492
flow_4646,32,22,10000,3952789.8747010673,1,493
flow_4998,57,26,10000,3960807.7040615156,1,494
flow_2420,55,17,100000,3968825.533421964,1,495
flow_2875,11,54,100000,3976843.362782412,1,496
flow_851,39,5,1000000,3984861.1921428605,1,497
flow_2691,59,57,100000,3992879.021503309,1,498
flow_3936,6,48,10000,4000896.850863757,1,499
flow_317,46,38,1000000,4008914.6802242054,1,500
flow_565,59,6,1000000,4016932.5095846537,1,501
flow_2827,58,56,100000,4024950.338945102,1,502
flow_2381,15,9,100000,4032968.1683055502,1,503
flow_1890,29,33,100000,4040985.9976659985,1,504
flow_4112,13,45,10000,4049003.827026447,1,505
flow_5846,63,21,10000,4057021.656386895,1,506
flow_1557,18,36,100000,4065039.4857473434,1,507
flow_2261,5,15,100000,4073057.3151077917,1,508
flow_4367,31,39,10000,4081075.14446824,1,509
flow_1762,37,35,100000,4089092.9738286883,1,510
flow_5816,1,31,10000,4097110.8031891366,1,511
flow_4129,55,56,10000,4105128.632549585,1,512
flow_3841,9,57,10000,4113146.461910033,1,513
flow_3046,51,14,10000,4121164.2912704814,1,514
flow_3646,49,21,10000,4129182.1206309297,1,515
flow_5462,24,47,10000,4137199.949991378,1,516
flow_5952,16,53,10000,4145217.7793518263,1,517
flow_5033,44,19,10000,4153235.6087122746,1,518
flow_1882,40,34,100000,4161253.438072723,1,519
flow_17,63,19,1000000,4169271.267433171,1,520
flow_3951,38,17,10000,4177289.0967936195,1,521
flow_3970,23,59,10000,4185306.9261540677,1,522
flow_464,18,56,1000000,4193324.755514516,1,523
flow_4920,24,51,10000,4201342.584874964,1,524
flow_1480,23,48,100000,4209360.414235413,1,525
flow_4176,45,21,10000,4217378.243595862,1,526
flow_1827,59,46,100000,4225396.072956311,1,527
flow_923,17,1,1000000,4233413.902316759,1,528
flow_1608,2,16,100000,4241431.731677208,1,529
flow_94,42,35,1000000,4249449.561037657,1,530
flow_2327,14,45,100000,4257467.390398106,1,531
flow_3859,54,33,10000,4265485.219758554,1,532
flow_3447,9,33,10000,4273503.049119003,1,533
flow_108,19,31,1000000,4281520.878479452,1,534
flow_3286,28,0,10000,4289538.707839901,1,535
flow_532,37,46,1000000,4297556.537200349,1,536
flow_2102,5,46,100000,4305574.366560798,1,537
flow_4414,45,25,10000,4313592.195921247,1,538
flow_4136,3,38,10000,4321610.025281696,1,539
flow_2569,16,15,100000,4329627.854642144,1,540
flow_4344,19,18,10000,4337645.684002593,1,541
flow_2262,25,11,100000,4345663.513363042,1,542
flow_5232,30,45,10000,4353681.342723491,1,543
flow_399,4,39,1000000,4361699.172083939,1,544
flow_1262,37,57,100000,4369717.001444388,1,545
flow_1065,35,21,1000000,4377734.830804837,1,546
flow_4982,25,63,10000,4385752.660165286,1,547
